"Populatie";"Geslacht";"Persoonskenmerken";"Reismotieven";"Marges";"Perioden";"Regio's";"Gemiddeld per persoon per dag /Verplaatsingen  (aantal)";"Gemiddeld per persoon per dag /Afstand  (reizigerskilometers)";"Gemiddeld per persoon per dag /Reisduur (minuten)"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd: 65 tot 75 jaar";"Totaal";"Waarde";"2020";"Nederland";"    2.02";"   16.74";"   56.49"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd: 65 tot 75 jaar";"Totaal";"Waarde";"2021";"Nederland";"    2.22";"   19.79";"   67.45"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd: 65 tot 75 jaar";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.16";"    1.45";"    3.24"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd: 65 tot 75 jaar";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.16";"    1.99";"    3.56"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd: 65 tot 75 jaar";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.10";"    1.23";"    2.24"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd: 65 tot 75 jaar";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.11";"    1.12";"    2.27"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd: 75 jaar of ouder";"Totaal";"Waarde";"2018";"Nederland";"    1.58";"   13.08";"   40.60"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd: 75 jaar of ouder";"Totaal";"Waarde";"2019";"Nederland";"    1.50";"   13.93";"   41.34"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd: 75 jaar of ouder";"Totaal";"Waarde";"2020";"Nederland";"    1.23";"    8.49";"   32.24"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd: 75 jaar of ouder";"Totaal";"Waarde";"2021";"Nederland";"    1.48";"   10.78";"   40.56"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd: 75 jaar of ouder";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.05";"       .";"    1.17"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd: 75 jaar of ouder";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.05";"       .";"    0.88"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd: 75 jaar of ouder";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.02";"       .";"    0.53"
"Populatie: 6 jaar of ouder";"Vrouwen";"Leeftijd: 75 jaar of ouder";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.03";"       .";"    0.67"
"Populatie: 6 jaar of ouder";"Vrouwen";"Migratieachtergrond: Nederland";"Totaal";"Waarde";"2018";"Nederland";"    3.03";"   33.41";"   73.02"
"Populatie: 6 jaar of ouder";"Vrouwen";"Migratieachtergrond: Nederland";"Totaal";"Waarde";"2019";"Nederland";"    2.94";"   33.26";"   72.50"
"Populatie: 6 jaar of ouder";"Vrouwen";"Migratieachtergrond: Nederland";"Totaal";"Waarde";"2020";"Nederland";"    2.58";"   23.20";"   61.84"
"Populatie: 6 jaar of ouder";"Vrouwen";"Migratieachtergrond: Nederland";"Totaal";"Waarde";"2021";"Nederland";"    2.74";"   25.43";"   69.67"
"Populatie: 6 jaar of ouder";"Vrouwen";"Migratieachtergrond: Nederland";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.50";"    7.56";"   12.98"
"Populatie: 6 jaar of ouder";"Vrouwen";"Migratieachtergrond: Nederland";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.45";"    6.91";"   11.76"
"Populatie: 6 jaar of ouder";"Vrouwen";"Migratieachtergrond: Nederland";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.34";"    4.63";"    7.90"
"Populatie: 6 jaar of ouder";"Vrouwen";"Migratieachtergrond: Nederland";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.34";"    4.52";"    7.80"
"Populatie: 6 jaar of ouder";"Vrouwen";"Migratieachtergrond: westers";"Totaal";"Waarde";"2018";"Nederland";"    2.64";"   28.62";"   70.75"
"Populatie: 6 jaar of ouder";"Vrouwen";"Migratieachtergrond: westers";"Totaal";"Waarde";"2019";"Nederland";"    2.61";"   27.98";"   69.67"
"Populatie: 6 jaar of ouder";"Vrouwen";"Migratieachtergrond: westers";"Totaal";"Waarde";"2020";"Nederland";"    2.10";"   18.25";"   56.54"
"Populatie: 6 jaar of ouder";"Vrouwen";"Migratieachtergrond: westers";"Totaal";"Waarde";"2021";"Nederland";"    2.30";"   21.68";"   65.60"
"Populatie: 6 jaar of ouder";"Vrouwen";"Migratieachtergrond: westers";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.44";"    6.81";"   12.82"
"Populatie: 6 jaar of ouder";"Vrouwen";"Migratieachtergrond: westers";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.44";"    6.92";"   13.85"
"Populatie: 6 jaar of ouder";"Vrouwen";"Migratieachtergrond: westers";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.26";"    3.77";"    7.53"
"Populatie: 6 jaar of ouder";"Vrouwen";"Migratieachtergrond: westers";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.30";"    4.78";"    8.32"
"Populatie: 6 jaar of ouder";"Vrouwen";"Migratieachtergrond: niet-westers";"Totaal";"Waarde";"2018";"Nederland";"    2.27";"   22.18";"   62.85"
"Populatie: 6 jaar of ouder";"Vrouwen";"Migratieachtergrond: niet-westers";"Totaal";"Waarde";"2019";"Nederland";"    2.09";"   23.02";"   63.63"
"Populatie: 6 jaar of ouder";"Vrouwen";"Migratieachtergrond: niet-westers";"Totaal";"Waarde";"2020";"Nederland";"    1.60";"   14.22";"   46.91"
"Populatie: 6 jaar of ouder";"Vrouwen";"Migratieachtergrond: niet-westers";"Totaal";"Waarde";"2021";"Nederland";"    1.84";"   16.80";"   57.02"
"Populatie: 6 jaar of ouder";"Vrouwen";"Migratieachtergrond: niet-westers";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.36";"    5.02";"   10.90"
"Populatie: 6 jaar of ouder";"Vrouwen";"Migratieachtergrond: niet-westers";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.37";"    5.50";"   11.28"
"Populatie: 6 jaar of ouder";"Vrouwen";"Migratieachtergrond: niet-westers";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.23";"    2.97";"    6.82"
"Populatie: 6 jaar of ouder";"Vrouwen";"Migratieachtergrond: niet-westers";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.24";"    3.07";"    6.68"
"Populatie: 6 jaar of ouder";"Vrouwen";"Gestandaardiseerd inkomen: 1e 20%-groep";"Totaal";"Waarde";"2018";"Nederland";"    2.51";"   24.40";"   64.86"
"Populatie: 6 jaar of ouder";"Vrouwen";"Gestandaardiseerd inkomen: 1e 20%-groep";"Totaal";"Waarde";"2019";"Nederland";"    2.34";"   23.81";"   65.88"
"Populatie: 6 jaar of ouder";"Vrouwen";"Gestandaardiseerd inkomen: 1e 20%-groep";"Totaal";"Waarde";"2020";"Nederland";"    1.89";"   14.58";"   49.56"
"Populatie: 6 jaar of ouder";"Vrouwen";"Gestandaardiseerd inkomen: 1e 20%-groep";"Totaal";"Waarde";"2021";"Nederland";"    2.12";"   17.75";"   59.48"
"Populatie: 6 jaar of ouder";"Vrouwen";"Gestandaardiseerd inkomen: 1e 20%-groep";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.32";"    4.25";"    9.10"
"Populatie: 6 jaar of ouder";"Vrouwen";"Gestandaardiseerd inkomen: 1e 20%-groep";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.29";"    3.55";"    8.23"
"Populatie: 6 jaar of ouder";"Vrouwen";"Gestandaardiseerd inkomen: 1e 20%-groep";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.18";"    1.58";"    4.54"
"Populatie: 6 jaar of ouder";"Vrouwen";"Gestandaardiseerd inkomen: 1e 20%-groep";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.21";"    2.34";"    5.10"
"Populatie: 6 jaar of ouder";"Vrouwen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Totaal";"Waarde";"2018";"Nederland";"    2.51";"   22.71";"   61.19"
"Populatie: 6 jaar of ouder";"Vrouwen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Totaal";"Waarde";"2019";"Nederland";"    2.45";"   22.71";"   60.07"
"Populatie: 6 jaar of ouder";"Vrouwen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Totaal";"Waarde";"2020";"Nederland";"    2.06";"   15.95";"   50.26"
"Populatie: 6 jaar of ouder";"Vrouwen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Totaal";"Waarde";"2021";"Nederland";"    2.26";"   18.49";"   58.71"
"Populatie: 6 jaar of ouder";"Vrouwen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.35";"    3.91";"    7.92"
"Populatie: 6 jaar of ouder";"Vrouwen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.32";"    4.03";"    8.15"
"Populatie: 6 jaar of ouder";"Vrouwen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.23";"    2.78";"    5.56"
"Populatie: 6 jaar of ouder";"Vrouwen";"Gestandaardiseerd inkomen: 2e 20%-groep";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.25";"    3.01";"    5.94"
"Populatie: 6 jaar of ouder";"Vrouwen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Totaal";"Waarde";"2018";"Nederland";"    3.00";"   31.83";"   72.85"
"Populatie: 6 jaar of ouder";"Vrouwen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Totaal";"Waarde";"2019";"Nederland";"    2.92";"   29.98";"   69.23"
"Populatie: 6 jaar of ouder";"Vrouwen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Totaal";"Waarde";"2020";"Nederland";"    2.50";"   20.68";"   58.73"
"Populatie: 6 jaar of ouder";"Vrouwen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Totaal";"Waarde";"2021";"Nederland";"    2.68";"   23.51";"   68.26"
"Populatie: 6 jaar of ouder";"Vrouwen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.47";"    6.65";"   11.94"
"Populatie: 6 jaar of ouder";"Vrouwen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.46";"    6.18";"   11.30"
"Populatie: 6 jaar of ouder";"Vrouwen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.33";"    4.20";"    7.67"
"Populatie: 6 jaar of ouder";"Vrouwen";"Gestandaardiseerd inkomen: 3e 20%-groep";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.33";"    4.34";"    7.66"
"Populatie: 6 jaar of ouder";"Vrouwen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Totaal";"Waarde";"2018";"Nederland";"    3.13";"   34.37";"   74.47"
"Populatie: 6 jaar of ouder";"Vrouwen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Totaal";"Waarde";"2019";"Nederland";"    3.11";"   34.75";"   76.27"
"Populatie: 6 jaar of ouder";"Vrouwen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Totaal";"Waarde";"2020";"Nederland";"    2.66";"   24.20";"   64.43"
"Populatie: 6 jaar of ouder";"Vrouwen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Totaal";"Waarde";"2021";"Nederland";"    2.81";"   25.79";"   71.09"
"Populatie: 6 jaar of ouder";"Vrouwen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.56";"    8.38";"   14.50"
"Populatie: 6 jaar of ouder";"Vrouwen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.50";"    7.81";"   13.49"
"Populatie: 6 jaar of ouder";"Vrouwen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.40";"    5.40";"    9.37"
"Populatie: 6 jaar of ouder";"Vrouwen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.40";"    5.26";"    9.03"
"Populatie: 6 jaar of ouder";"Vrouwen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Totaal";"Waarde";"2018";"Nederland";"    3.22";"   41.59";"   81.04"
"Populatie: 6 jaar of ouder";"Vrouwen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Totaal";"Waarde";"2019";"Nederland";"    3.06";"   42.13";"   80.81"
"Populatie: 6 jaar of ouder";"Vrouwen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Totaal";"Waarde";"2020";"Nederland";"    2.75";"   29.48";"   69.53"
"Populatie: 6 jaar of ouder";"Vrouwen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Totaal";"Waarde";"2021";"Nederland";"    2.87";"   31.29";"   76.08"
"Populatie: 6 jaar of ouder";"Vrouwen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.63";"   11.54";"   18.61"
"Populatie: 6 jaar of ouder";"Vrouwen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.56";"   10.71";"   16.82"
"Populatie: 6 jaar of ouder";"Vrouwen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.39";"    6.65";"   10.35"
"Populatie: 6 jaar of ouder";"Vrouwen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.39";"    6.04";"    9.73"
"Populatie: 6 jaar of ouder";"Vrouwen";"OV-Studentenkaart: weekabonnement";"Totaal";"Waarde";"2018";"Nederland";"    2.81";"   46.04";"   94.89"
"Populatie: 6 jaar of ouder";"Vrouwen";"OV-Studentenkaart: weekabonnement";"Totaal";"Waarde";"2019";"Nederland";"    2.80";"   47.32";"   96.10"
"Populatie: 6 jaar of ouder";"Vrouwen";"OV-Studentenkaart: weekabonnement";"Totaal";"Waarde";"2020";"Nederland";"    2.21";"   27.58";"   65.02"
"Populatie: 6 jaar of ouder";"Vrouwen";"OV-Studentenkaart: weekabonnement";"Totaal";"Waarde";"2021";"Nederland";"    2.47";"   33.93";"   82.55"
"Populatie: 6 jaar of ouder";"Vrouwen";"OV-Studentenkaart: weekabonnement";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.48";"    5.80";"   13.07"
"Populatie: 6 jaar of ouder";"Vrouwen";"OV-Studentenkaart: weekabonnement";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.40";"    5.58";"   11.29"
"Populatie: 6 jaar of ouder";"Vrouwen";"OV-Studentenkaart: weekabonnement";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.36";"    2.86";"    7.64"
"Populatie: 6 jaar of ouder";"Vrouwen";"OV-Studentenkaart: weekabonnement";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.38";"    4.00";"    8.98"
"Populatie: 6 jaar of ouder";"Vrouwen";"OV-Studentenkaart: weekendabonnement";"Totaal";"Waarde";"2018";"Nederland";"    3.61";"   42.32";"   90.34"
"Populatie: 6 jaar of ouder";"Vrouwen";"OV-Studentenkaart: weekendabonnement";"Totaal";"Waarde";"2019";"Nederland";"    3.03";"   34.27";"   77.62"
"Populatie: 6 jaar of ouder";"Vrouwen";"OV-Studentenkaart: weekendabonnement";"Totaal";"Waarde";"2020";"Nederland";"    2.82";"   33.39";"   79.83"
"Populatie: 6 jaar of ouder";"Vrouwen";"OV-Studentenkaart: weekendabonnement";"Totaal";"Waarde";"2021";"Nederland";"    2.80";"   29.64";"   73.29"
"Populatie: 6 jaar of ouder";"Vrouwen";"OV-Studentenkaart: weekendabonnement";"Van en naar het werk";"Waarde";"2018";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Vrouwen";"OV-Studentenkaart: weekendabonnement";"Van en naar het werk";"Waarde";"2019";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Vrouwen";"OV-Studentenkaart: weekendabonnement";"Van en naar het werk";"Waarde";"2020";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Vrouwen";"OV-Studentenkaart: weekendabonnement";"Van en naar het werk";"Waarde";"2021";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Vrouwen";"OV-Studentenkaart: geen";"Totaal";"Waarde";"2018";"Nederland";"    2.89";"   30.72";"   70.27"
"Populatie: 6 jaar of ouder";"Vrouwen";"OV-Studentenkaart: geen";"Totaal";"Waarde";"2019";"Nederland";"    2.79";"   30.56";"   69.79"
"Populatie: 6 jaar of ouder";"Vrouwen";"OV-Studentenkaart: geen";"Totaal";"Waarde";"2020";"Nederland";"    2.40";"   21.11";"   58.89"
"Populatie: 6 jaar of ouder";"Vrouwen";"OV-Studentenkaart: geen";"Totaal";"Waarde";"2021";"Nederland";"    2.57";"   23.27";"   66.67"
"Populatie: 6 jaar of ouder";"Vrouwen";"OV-Studentenkaart: geen";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.48";"    7.23";"   12.68"
"Populatie: 6 jaar of ouder";"Vrouwen";"OV-Studentenkaart: geen";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.44";"    6.79";"   11.97"
"Populatie: 6 jaar of ouder";"Vrouwen";"OV-Studentenkaart: geen";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.31";"    4.40";"    7.74"
"Populatie: 6 jaar of ouder";"Vrouwen";"OV-Studentenkaart: geen";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.32";"    4.37";"    7.64"
"Populatie: 6 jaar of ouder";"Vrouwen";"Onderwijsniveau: 1 Laag";"Totaal";"Waarde";"2018";"Nederland";"    2.22";"   21.16";"   57.09"
"Populatie: 6 jaar of ouder";"Vrouwen";"Onderwijsniveau: 1 Laag";"Totaal";"Waarde";"2019";"Nederland";"    2.12";"   20.33";"   54.32"
"Populatie: 6 jaar of ouder";"Vrouwen";"Onderwijsniveau: 1 Laag";"Totaal";"Waarde";"2020";"Nederland";"    1.76";"   13.01";"   44.43"
"Populatie: 6 jaar of ouder";"Vrouwen";"Onderwijsniveau: 1 Laag";"Totaal";"Waarde";"2021";"Nederland";"    2.03";"   16.07";"   54.15"
"Populatie: 6 jaar of ouder";"Vrouwen";"Onderwijsniveau: 1 Laag";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.29";"    2.50";"    5.68"
"Populatie: 6 jaar of ouder";"Vrouwen";"Onderwijsniveau: 1 Laag";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.28";"    2.58";"    5.68"
"Populatie: 6 jaar of ouder";"Vrouwen";"Onderwijsniveau: 1 Laag";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.21";"    1.81";"    3.92"
"Populatie: 6 jaar of ouder";"Vrouwen";"Onderwijsniveau: 1 Laag";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.22";"    1.86";"    4.28"
"Populatie: 6 jaar of ouder";"Vrouwen";"Onderwijsniveau: 2 Middelbaar";"Totaal";"Waarde";"2018";"Nederland";"    3.09";"   34.09";"   75.20"
"Populatie: 6 jaar of ouder";"Vrouwen";"Onderwijsniveau: 2 Middelbaar";"Totaal";"Waarde";"2019";"Nederland";"    3.01";"   33.56";"   74.50"
"Populatie: 6 jaar of ouder";"Vrouwen";"Onderwijsniveau: 2 Middelbaar";"Totaal";"Waarde";"2020";"Nederland";"    2.59";"   23.40";"   61.66"
"Populatie: 6 jaar of ouder";"Vrouwen";"Onderwijsniveau: 2 Middelbaar";"Totaal";"Waarde";"2021";"Nederland";"    2.74";"   26.17";"   68.81"
"Populatie: 6 jaar of ouder";"Vrouwen";"Onderwijsniveau: 2 Middelbaar";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.58";"    7.71";"   14.23"
"Populatie: 6 jaar of ouder";"Vrouwen";"Onderwijsniveau: 2 Middelbaar";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.54";"    6.80";"   12.95"
"Populatie: 6 jaar of ouder";"Vrouwen";"Onderwijsniveau: 2 Middelbaar";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.44";"    5.19";"   10.04"
"Populatie: 6 jaar of ouder";"Vrouwen";"Onderwijsniveau: 2 Middelbaar";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.45";"    5.36";"    9.79"
"Populatie: 6 jaar of ouder";"Vrouwen";"Onderwijsniveau: 3 Hoog";"Totaal";"Waarde";"2018";"Nederland";"    3.32";"   43.85";"   86.41"
"Populatie: 6 jaar of ouder";"Vrouwen";"Onderwijsniveau: 3 Hoog";"Totaal";"Waarde";"2019";"Nederland";"    3.22";"   43.47";"   86.56"
"Populatie: 6 jaar of ouder";"Vrouwen";"Onderwijsniveau: 3 Hoog";"Totaal";"Waarde";"2020";"Nederland";"    2.81";"   29.49";"   71.36"
"Populatie: 6 jaar of ouder";"Vrouwen";"Onderwijsniveau: 3 Hoog";"Totaal";"Waarde";"2021";"Nederland";"    2.86";"   30.50";"   77.53"
"Populatie: 6 jaar of ouder";"Vrouwen";"Onderwijsniveau: 3 Hoog";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.71";"   13.44";"   22.02"
"Populatie: 6 jaar of ouder";"Vrouwen";"Onderwijsniveau: 3 Hoog";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.62";"   12.35";"   20.11"
"Populatie: 6 jaar of ouder";"Vrouwen";"Onderwijsniveau: 3 Hoog";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.40";"    6.88";"   11.04"
"Populatie: 6 jaar of ouder";"Vrouwen";"Onderwijsniveau: 3 Hoog";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.40";"    6.69";"   10.82"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Totaal";"Waarde";"2018";"Nederland";"    3.51";"   37.41";"   78.58"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Totaal";"Waarde";"2019";"Nederland";"    3.44";"   35.30";"   76.88"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Totaal";"Waarde";"2020";"Nederland";"    3.04";"   26.63";"   67.98"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Totaal";"Waarde";"2021";"Nederland";"    3.15";"   28.02";"   73.88"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.83";"   10.99";"   20.01"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.74";"    9.53";"   18.44"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.60";"    7.17";"   13.39"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.61";"    6.93";"   13.11"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Totaal";"Waarde";"2018";"Nederland";"    3.17";"   46.71";"   85.69"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Totaal";"Waarde";"2019";"Nederland";"    3.10";"   46.87";"   85.62"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Totaal";"Waarde";"2020";"Nederland";"    2.71";"   30.81";"   69.42"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Totaal";"Waarde";"2021";"Nederland";"    2.84";"   32.79";"   75.38"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.97";"   18.80";"   30.41"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.89";"   17.29";"   28.17"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.59";"   10.35";"   16.96"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.59";"   10.11";"   16.01"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Totaal";"Waarde";"2018";"Nederland";"    2.93";"   26.79";"   70.75"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Totaal";"Waarde";"2019";"Nederland";"    2.85";"   26.80";"   69.49"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Totaal";"Waarde";"2020";"Nederland";"    2.30";"   17.81";"   58.19"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Totaal";"Waarde";"2021";"Nederland";"    2.56";"   21.95";"   70.21"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Van en naar het werk";"Waarde";"2018";"Nederland";"    0.19";"    1.61";"    4.18"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Van en naar het werk";"Waarde";"2019";"Nederland";"    0.15";"    1.43";"    3.37"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Van en naar het werk";"Waarde";"2020";"Nederland";"    0.13";"    0.75";"    2.24"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Van en naar het werk";"Waarde";"2021";"Nederland";"    0.15";"    1.13";"    2.93"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Totaal";"Waarde";"2018";"Nederland";"    2.73";"   22.09";"   66.65"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Totaal";"Waarde";"2019";"Nederland";"    2.57";"   20.97";"   67.09"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Totaal";"Waarde";"2020";"Nederland";"    2.30";"   17.86";"   55.09"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Totaal";"Waarde";"2021";"Nederland";"    2.08";"   15.86";"   52.57"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Van en naar het werk";"Waarde";"2018";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Van en naar het werk";"Waarde";"2019";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Van en naar het werk";"Waarde";"2020";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Van en naar het werk";"Waarde";"2021";"Nederland";"       .";"       .";"       ."
