"Geslacht";"Leeftijd";"Vervoerwijzen";"Reismotieven";"Marges";"Perioden";"Ritten per persoon per dag (gemiddeld) (aantal)";"Afgelegde afstand per rit (gemiddeld) (km)"
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Totaal";"Waarde";"2003*";0,47;16,06
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Totaal";"Waarde";"2004*";0,47;16,2
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Totaal";"Waarde";"2005*";0,46;16,34
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Totaal";"Waarde";"2006*";0,44;16,35
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Totaal";"Waarde";"2007*";0,43;16,41
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Totaal";"Waarde";"2008*";0,42;16,26
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Totaal";"Waarde";"2009*";0,42;16,29
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Totaal";"Waarde";"2010*";0,44;16,4
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Totaal";"Waarde";"2011*";0,39;16,46
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Totaal";"Waarde";"2012*";0,4;16,42
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Totaal";"Waarde";"2013*";0,4;16,63
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Totaal";"Waarde";"2014*";0,39;16,7
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Totaal";"Waarde";"2015*";0,38;16,61
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Totaal";"Waarde";"2016*";0,38;16,56
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Totaal";"Waarde";"2017*";0,36;16,61
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Totaal";"Waarde";"2018*";0,37;16,78
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Totaal";"Waarde";"2019*";0,36;16,85
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Totaal";"Waarde";"2020*";0,28;14,72
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Van en naar het werk";"Waarde";"1999*";0,04;22,2
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Van en naar het werk";"Waarde";"2000*";0,04;22,29
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Van en naar het werk";"Waarde";"2001*";0,04;21,95
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Van en naar het werk";"Waarde";"2002*";0,03;22,05
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Van en naar het werk";"Waarde";"2003*";0,03;22,2
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Van en naar het werk";"Waarde";"2004*";0,03;22,13
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Van en naar het werk";"Waarde";"2005*";0,03;22,61
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Van en naar het werk";"Waarde";"2006*";0,03;22,74
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Van en naar het werk";"Waarde";"2007*";0,03;22,76
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Van en naar het werk";"Waarde";"2008*";0,03;22,56
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Van en naar het werk";"Waarde";"2009*";0,03;22,64
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Van en naar het werk";"Waarde";"2010*";0,03;22,6
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Van en naar het werk";"Waarde";"2011*";0,02;22,91
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Van en naar het werk";"Waarde";"2012*";0,02;22,74
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Van en naar het werk";"Waarde";"2013*";0,02;22,85
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Van en naar het werk";"Waarde";"2014*";0,02;23,02
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Van en naar het werk";"Waarde";"2015*";0,02;23,27
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Van en naar het werk";"Waarde";"2016*";0,02;23,11
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Van en naar het werk";"Waarde";"2017*";0,02;23,2
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Van en naar het werk";"Waarde";"2018*";0,02;22,99
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Van en naar het werk";"Waarde";"2019*";0,01;23,04
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Van en naar het werk";"Waarde";"2020*";0,01;18,13
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"1999*";0,08;8,89
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2000*";0,08;8,98
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2001*";0,08;8,92
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2002*";0,08;8,88
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2003*";0,08;9,13
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2004*";0,09;9,1
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2005*";0,08;9,13
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2006*";0,08;9,2
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2007*";0,08;9,27
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2008*";0,08;9,11
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2009*";0,08;9,27
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2010*";0,08;9,36
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2011*";0,07;9,39
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2012*";0,07;9,27
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2013*";0,08;9,41
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2014*";0,07;9,46
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2015*";0,07;9,46
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2016*";0,07;9,48
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2017*";0,07;9,62
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2018*";0,07;9,61
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2019*";0,07;9,75
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Winkelen, boodschappen doen";"Waarde";"2020*";0,06;7,99
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"1999*";0,04;5,64
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2000*";0,04;5,57
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2001*";0,04;5,49
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2002*";0,04;5,57
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2003*";0,04;5,59
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2004*";0,04;5,64
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2005*";0,04;5,75
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2006*";0,04;5,84
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2007*";0,04;5,76
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2008*";0,04;5,71
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2009*";0,04;5,7
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2010*";0,05;6,09
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2011*";0,04;5,93
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2012*";0,04;5,76
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2013*";0,04;5,93
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2014*";0,04;5,92
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2015*";0,04;5,96
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2016*";0,04;6,14
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2017*";0,04;6,04
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2018*";0,04;6,07
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2019*";0,04;6,07
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2020*";0,03;5,44
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Overige reismotieven";"Waarde";"1999*";0,34;18,15
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Overige reismotieven";"Waarde";"2000*";0,32;18,15
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Overige reismotieven";"Waarde";"2001*";0,32;18,29
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Overige reismotieven";"Waarde";"2002*";0,31;18,43
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Overige reismotieven";"Waarde";"2003*";0,31;18,74
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Overige reismotieven";"Waarde";"2004*";0,31;19,03
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Overige reismotieven";"Waarde";"2005*";0,3;19,25
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Overige reismotieven";"Waarde";"2006*";0,29;19,33
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Overige reismotieven";"Waarde";"2007*";0,28;19,38
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Overige reismotieven";"Waarde";"2008*";0,27;19,24
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Overige reismotieven";"Waarde";"2009*";0,28;19,19
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Overige reismotieven";"Waarde";"2010*";0,28;19,54
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Overige reismotieven";"Waarde";"2011*";0,26;19,64
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Overige reismotieven";"Waarde";"2012*";0,26;19,6
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Overige reismotieven";"Waarde";"2013*";0,27;19,81
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Overige reismotieven";"Waarde";"2014*";0,26;19,97
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Overige reismotieven";"Waarde";"2015*";0,25;20,02
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Overige reismotieven";"Waarde";"2016*";0,25;19,89
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Overige reismotieven";"Waarde";"2017*";0,24;19,94
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Overige reismotieven";"Waarde";"2018*";0,24;20,23
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Overige reismotieven";"Waarde";"2019*";0,24;20,36
"Totaal mannen en vrouwen";"Totaal";"Auto (passagier)";"Overige reismotieven";"Waarde";"2020*";0,18;18,2
"Totaal mannen en vrouwen";"Totaal";"Trein";"Totaal";"Waarde";"1999*";0,06;45,68
"Totaal mannen en vrouwen";"Totaal";"Trein";"Totaal";"Waarde";"2000*";0,06;45,73
"Totaal mannen en vrouwen";"Totaal";"Trein";"Totaal";"Waarde";"2001*";0,06;45,64
"Totaal mannen en vrouwen";"Totaal";"Trein";"Totaal";"Waarde";"2002*";0,06;45,56
"Totaal mannen en vrouwen";"Totaal";"Trein";"Totaal";"Waarde";"2003*";0,06;44,74
"Totaal mannen en vrouwen";"Totaal";"Trein";"Totaal";"Waarde";"2004*";0,06;44,85
"Totaal mannen en vrouwen";"Totaal";"Trein";"Totaal";"Waarde";"2005*";0,06;44,15
"Totaal mannen en vrouwen";"Totaal";"Trein";"Totaal";"Waarde";"2006*";0,06;43,73
"Totaal mannen en vrouwen";"Totaal";"Trein";"Totaal";"Waarde";"2007*";0,06;43,56
"Totaal mannen en vrouwen";"Totaal";"Trein";"Totaal";"Waarde";"2008*";0,06;44,13
"Totaal mannen en vrouwen";"Totaal";"Trein";"Totaal";"Waarde";"2009*";0,06;44,41
"Totaal mannen en vrouwen";"Totaal";"Trein";"Totaal";"Waarde";"2010*";0,06;43,75
"Totaal mannen en vrouwen";"Totaal";"Trein";"Totaal";"Waarde";"2011*";0,06;43,36
"Totaal mannen en vrouwen";"Totaal";"Trein";"Totaal";"Waarde";"2012*";0,06;43,38
"Totaal mannen en vrouwen";"Totaal";"Trein";"Totaal";"Waarde";"2013*";0,06;43,53
"Totaal mannen en vrouwen";"Totaal";"Trein";"Totaal";"Waarde";"2014*";0,06;43,5
"Totaal mannen en vrouwen";"Totaal";"Trein";"Totaal";"Waarde";"2015*";0,06;43,15
"Totaal mannen en vrouwen";"Totaal";"Trein";"Totaal";"Waarde";"2016*";0,07;43,57
"Totaal mannen en vrouwen";"Totaal";"Trein";"Totaal";"Waarde";"2017*";0,07;42,97
"Totaal mannen en vrouwen";"Totaal";"Trein";"Totaal";"Waarde";"2018*";0,07;42,48
"Totaal mannen en vrouwen";"Totaal";"Trein";"Totaal";"Waarde";"2019*";0,07;42,5
"Totaal mannen en vrouwen";"Totaal";"Trein";"Totaal";"Waarde";"2020*";0,03;40,62
"Totaal mannen en vrouwen";"Totaal";"Trein";"Van en naar het werk";"Waarde";"1999*";0,02;38,65
"Totaal mannen en vrouwen";"Totaal";"Trein";"Van en naar het werk";"Waarde";"2000*";0,02;38,42
"Totaal mannen en vrouwen";"Totaal";"Trein";"Van en naar het werk";"Waarde";"2001*";0,02;38,56
"Totaal mannen en vrouwen";"Totaal";"Trein";"Van en naar het werk";"Waarde";"2002*";0,02;38,78
"Totaal mannen en vrouwen";"Totaal";"Trein";"Van en naar het werk";"Waarde";"2003*";0,02;38,35
"Totaal mannen en vrouwen";"Totaal";"Trein";"Van en naar het werk";"Waarde";"2004*";0,02;38,51
"Totaal mannen en vrouwen";"Totaal";"Trein";"Van en naar het werk";"Waarde";"2005*";0,02;37,99
"Totaal mannen en vrouwen";"Totaal";"Trein";"Van en naar het werk";"Waarde";"2006*";0,02;37,64
"Totaal mannen en vrouwen";"Totaal";"Trein";"Van en naar het werk";"Waarde";"2007*";0,02;37,52
"Totaal mannen en vrouwen";"Totaal";"Trein";"Van en naar het werk";"Waarde";"2008*";0,02;38,27
"Totaal mannen en vrouwen";"Totaal";"Trein";"Van en naar het werk";"Waarde";"2009*";0,02;38,27
"Totaal mannen en vrouwen";"Totaal";"Trein";"Van en naar het werk";"Waarde";"2010*";0,02;37,9
"Totaal mannen en vrouwen";"Totaal";"Trein";"Van en naar het werk";"Waarde";"2011*";0,02;37,62
"Totaal mannen en vrouwen";"Totaal";"Trein";"Van en naar het werk";"Waarde";"2012*";0,02;37,62
"Totaal mannen en vrouwen";"Totaal";"Trein";"Van en naar het werk";"Waarde";"2013*";0,02;37,44
"Totaal mannen en vrouwen";"Totaal";"Trein";"Van en naar het werk";"Waarde";"2014*";0,02;37,23
"Totaal mannen en vrouwen";"Totaal";"Trein";"Van en naar het werk";"Waarde";"2015*";0,02;37,17
"Totaal mannen en vrouwen";"Totaal";"Trein";"Van en naar het werk";"Waarde";"2016*";0,02;37,41
"Totaal mannen en vrouwen";"Totaal";"Trein";"Van en naar het werk";"Waarde";"2017*";0,03;36,76
"Totaal mannen en vrouwen";"Totaal";"Trein";"Van en naar het werk";"Waarde";"2018*";0,03;36,62
"Totaal mannen en vrouwen";"Totaal";"Trein";"Van en naar het werk";"Waarde";"2019*";0,03;36,68
"Totaal mannen en vrouwen";"Totaal";"Trein";"Van en naar het werk";"Waarde";"2020*";0,01;34,07
"Totaal mannen en vrouwen";"Totaal";"Trein";"Winkelen, boodschappen doen";"Waarde";"1999*";0;36,4
"Totaal mannen en vrouwen";"Totaal";"Trein";"Winkelen, boodschappen doen";"Waarde";"2000*";0;36,36
"Totaal mannen en vrouwen";"Totaal";"Trein";"Winkelen, boodschappen doen";"Waarde";"2001*";0;36,38
"Totaal mannen en vrouwen";"Totaal";"Trein";"Winkelen, boodschappen doen";"Waarde";"2002*";0;36,97
"Totaal mannen en vrouwen";"Totaal";"Trein";"Winkelen, boodschappen doen";"Waarde";"2003*";0;36,18
"Totaal mannen en vrouwen";"Totaal";"Trein";"Winkelen, boodschappen doen";"Waarde";"2004*";0;36,79
"Totaal mannen en vrouwen";"Totaal";"Trein";"Winkelen, boodschappen doen";"Waarde";"2005*";0;36,66
"Totaal mannen en vrouwen";"Totaal";"Trein";"Winkelen, boodschappen doen";"Waarde";"2006*";0;36,35
"Totaal mannen en vrouwen";"Totaal";"Trein";"Winkelen, boodschappen doen";"Waarde";"2007*";0;36,32
"Totaal mannen en vrouwen";"Totaal";"Trein";"Winkelen, boodschappen doen";"Waarde";"2008*";0;37,22
"Totaal mannen en vrouwen";"Totaal";"Trein";"Winkelen, boodschappen doen";"Waarde";"2009*";0;36,9
"Totaal mannen en vrouwen";"Totaal";"Trein";"Winkelen, boodschappen doen";"Waarde";"2010*";0;36,12
"Totaal mannen en vrouwen";"Totaal";"Trein";"Winkelen, boodschappen doen";"Waarde";"2011*";0;36,19
"Totaal mannen en vrouwen";"Totaal";"Trein";"Winkelen, boodschappen doen";"Waarde";"2012*";0;36,71
"Totaal mannen en vrouwen";"Totaal";"Trein";"Winkelen, boodschappen doen";"Waarde";"2013*";0;36,84
"Totaal mannen en vrouwen";"Totaal";"Trein";"Winkelen, boodschappen doen";"Waarde";"2014*";0;36,7
"Totaal mannen en vrouwen";"Totaal";"Trein";"Winkelen, boodschappen doen";"Waarde";"2015*";0;36,5
"Totaal mannen en vrouwen";"Totaal";"Trein";"Winkelen, boodschappen doen";"Waarde";"2016*";0;37,13
"Totaal mannen en vrouwen";"Totaal";"Trein";"Winkelen, boodschappen doen";"Waarde";"2017*";0;36,44
"Totaal mannen en vrouwen";"Totaal";"Trein";"Winkelen, boodschappen doen";"Waarde";"2018*";0;35,86
"Totaal mannen en vrouwen";"Totaal";"Trein";"Winkelen, boodschappen doen";"Waarde";"2019*";0;35,62
"Totaal mannen en vrouwen";"Totaal";"Trein";"Winkelen, boodschappen doen";"Waarde";"2020*";0;32,63
"Totaal mannen en vrouwen";"Totaal";"Trein";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"1999*";0,01;34,65
"Totaal mannen en vrouwen";"Totaal";"Trein";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2000*";0,01;34,75
"Totaal mannen en vrouwen";"Totaal";"Trein";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2001*";0,01;34,73
"Totaal mannen en vrouwen";"Totaal";"Trein";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2002*";0,01;34,88
"Totaal mannen en vrouwen";"Totaal";"Trein";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2003*";0,01;34,78
"Totaal mannen en vrouwen";"Totaal";"Trein";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2004*";0,01;35,3
"Totaal mannen en vrouwen";"Totaal";"Trein";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2005*";0,01;34,73
"Totaal mannen en vrouwen";"Totaal";"Trein";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2006*";0,01;34,5
"Totaal mannen en vrouwen";"Totaal";"Trein";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2007*";0,01;34,66
"Totaal mannen en vrouwen";"Totaal";"Trein";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2008*";0,01;35,01
"Totaal mannen en vrouwen";"Totaal";"Trein";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2009*";0,01;35,36
"Totaal mannen en vrouwen";"Totaal";"Trein";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2010*";0,01;34,95
"Totaal mannen en vrouwen";"Totaal";"Trein";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2011*";0,01;35,03
"Totaal mannen en vrouwen";"Totaal";"Trein";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2012*";0,01;35,33
"Totaal mannen en vrouwen";"Totaal";"Trein";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2013*";0,01;34,97
"Totaal mannen en vrouwen";"Totaal";"Trein";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2014*";0,02;34,96
"Totaal mannen en vrouwen";"Totaal";"Trein";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2015*";0,02;35,08
"Totaal mannen en vrouwen";"Totaal";"Trein";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2016*";0,02;35,07
"Totaal mannen en vrouwen";"Totaal";"Trein";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2017*";0,02;34,77
"Totaal mannen en vrouwen";"Totaal";"Trein";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2018*";0,02;34,87
"Totaal mannen en vrouwen";"Totaal";"Trein";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2019*";0,02;34,78
"Totaal mannen en vrouwen";"Totaal";"Trein";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2020*";0,01;33,04
"Totaal mannen en vrouwen";"Totaal";"Trein";"Overige reismotieven";"Waarde";"1999*";0,02;60,84
"Totaal mannen en vrouwen";"Totaal";"Trein";"Overige reismotieven";"Waarde";"2000*";0,02;60,65
"Totaal mannen en vrouwen";"Totaal";"Trein";"Overige reismotieven";"Waarde";"2001*";0,02;60,67
"Totaal mannen en vrouwen";"Totaal";"Trein";"Overige reismotieven";"Waarde";"2002*";0,02;60,33
"Totaal mannen en vrouwen";"Totaal";"Trein";"Overige reismotieven";"Waarde";"2003*";0,02;59,42
"Totaal mannen en vrouwen";"Totaal";"Trein";"Overige reismotieven";"Waarde";"2004*";0,02;59,46
"Totaal mannen en vrouwen";"Totaal";"Trein";"Overige reismotieven";"Waarde";"2005*";0,02;58,62
"Totaal mannen en vrouwen";"Totaal";"Trein";"Overige reismotieven";"Waarde";"2006*";0,02;58,06
"Totaal mannen en vrouwen";"Totaal";"Trein";"Overige reismotieven";"Waarde";"2007*";0,02;57,85
"Totaal mannen en vrouwen";"Totaal";"Trein";"Overige reismotieven";"Waarde";"2008*";0,02;59,03
"Totaal mannen en vrouwen";"Totaal";"Trein";"Overige reismotieven";"Waarde";"2009*";0,02;59,28
"Totaal mannen en vrouwen";"Totaal";"Trein";"Overige reismotieven";"Waarde";"2010*";0,02;58,79
"Totaal mannen en vrouwen";"Totaal";"Trein";"Overige reismotieven";"Waarde";"2011*";0,02;57,56
"Totaal mannen en vrouwen";"Totaal";"Trein";"Overige reismotieven";"Waarde";"2012*";0,02;57,05
